First,5.94,6.13,6.09
First,5.99,6.13,6.14
First,6.04,6.19,6.13
First,6.09,6.24,6.16
First,6.10,6.23,6.20
First,6.16,6.27,6.24
First,6.09,6.33,6.25
First,6.10,6.35,6.35
First,6.12,6.38,6.34
First,6.08,6.28,6.30
First,6.03,6.35,6.39
First,5.90,6.35,6.98
First,5.75,6.25,6.19
First,5.58,6.16,6.12
First,5.41,6.21,5.90
First,5.18,5.79,5.61
First,4.93,5.58,5.39
First,4.50,5.44,5.26
First,4.15,5.12,4.86
First,3.89,4.78,4.50
First,3.67,4.37,4.11
First,3.40,4.08,3.93
First,3.08,3.91,3.73
First,2.89,3.58,3.50
First,2.53,3.40,3.14
First,2.29,3.11,2.87
First,2.01,2.81,2.58
First,1.73,2.51,2.28
First,1.48,2.23,2.00
First,1.34,1.99,1.77
First,1.13,1.68,1.53
First,0.89,1.53,1.34
First,0.72,1.33,1.14
First,0.54,1.07,0.92
First,0.46,0.89,0.68
First,0.23,0.76,0.64
First,0.00,0.70,0.53
First,0.00,0.57,0.40
First,0.28,0.51,0.35
First,0.30,0.53,0.38
First,0.48,0.51,0.40
First,0.75,0.63,0.54
First,0.92,0.73,0.71
First,1.07,0.91,1.01
First,1.25,1.07,1.10
First,1.27,1.23,1.29
First,1.26,1.40,1.36
First,1.26,1.45,1.32
First,1.42,1.45,1.37
First,1.35,1.44,1.37
First,1.27,1.37,1.51
First,1.28,1.63,1.55
First,1.32,1.61,1.47
First,1.17,1.48,1.39
First,1.29,1.58,1.24
First,1.04,1.28,1.47
First,0.92,1.28,1.20
First,0.78,1.22,1.07
First,0.78,1.12,0.99
First,0.84,1.14,0.97
First,0.89,1.15,0.97
First,0.85,1.39,1.08
